Folio,MES,AÑO,TRIMESTRE,PUNTO_ENTRADA,TERMINAL,AEROLINEA,NO_DE_VUELO,DESTINO_HOSPEDADO,LUGAR_DE_ORIGEN,ESTADOS_MEXICO,ESTADOS_USA,CANADA,SUDAMERICA,EUROPA,OTROS_PAIS,TIPO_PAQUETE,AGENCIA_DE_VIAJES,DONDE_COMPRO_VACACIONES,MOTIVO_PRINCIPAL,VECES_CANCUN,VECES_RANGOS,ESTANCIA,ESTANCIA_RANGOS,OTRO_LUGAR_PERNOCTO,NUMERO_DE_NOCHES,OTRO_LUGAR_PERNOCTO2,NUMERO_DE_NOCHES2,OTRO_LUGAR_PERNOCTO3,NUMUERO_NOCHES3,OTRO_LUGAR_PERNOCTO4,NUMERO_NOCHES4,NUMERO_ADULTOS,NIÑOS,TAMAÑO_GRUPO,CON_QUIEN_VIAJO,GASTO_TOTAL,GASTO_AVION,GASTO_HOTEL,GASTO_TRANSPORTE_TERRESTRE,GASTO_RESTAURANTES,GASTO_BARES,GASTO_TOURS,GASTO_COMPRA,DONDE_SE_HOSPEDO,HOTEL,TOUR1,TOUR2,TOUR3,TOUR4,OTRO_TOUR,TOUR_FAVORITO,NDONDE_COMPRO_TOUR,NADO_CON_DELFINES,SITIO1,SITIO2,Folio_2,REST_SMART_PHONE,BARES_SMART_PHONE,CENTROS_COMERCIALES_SMART_PHONE,TOURS_SMART_PHONE,OTROS_USOS_PHONE,CALIF_AEROPUERTO,CALIF_HOTEL,CALIF_AGENCIA,CALIF_TRANSPORTE,CALIF_RESTAURANTE,CALIF_BARES,CALIF_MALLS,CALIF_TOURS,CALIF_PLAYAS,CALIF_SEGURIDAD,CALIF_MEDIDAS_SANITARIAS,MEDIOS1,MEDIOS2,MEDIOS3,CUAL_RED_SOCIAL,QUE_OTRO_DESTINO_CARIBE1,QUE_OTRO_DESTINO_CARIBE2,QUE_OTRO_DESTINO_CARIBE3,CONSUMO_DE_RECURSOS,CONSUMO_DE_RECURSOS2,CONSUMO_DE_RECURSOS3,SUSTENTABLE_DESTINO_TURISTICO,IMPORTANTE_SUSTENTABILIDAD_DESTINO,QUE_OTRO_DESTINO_CONSIDERO1,QUE_OTRO_DESTINO_CONSIDERO2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE1,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE3,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE4,IMPERDIBLES1,IMPERDIBLES2,IMPERDIBLES3,PALABRAS_EXPERIENCIA1,PALABRAS_EXPERIENCIA2,PALABRAS_EXPERIENCIA3,PALABRAS_PARAISO1,PALABRAS_PARAISO2,PALABRAS_PARAISO3,E_13AÑOS19AÑOS,E_20AÑOS29AÑOS,E_30AÑOS39AÑOS,EDAD_JEFE_DE_FAMILIA,INGRESO,CAPTURISTA,ENCUESTADOR,ESTUDIO_CUAL,FECHA_CAPTURA,HORA_CAPTURA,FOLIO_3,DESTINO_DURMIO1,NOCHES_DURMIO1,DESTINO_DURMIO2,NOCHES_DURMIO2,DESTINO_DURMIO3,NOCHES_DURMIO3,DESTINO_DURMIO4,NOCHES_DURMIO4,DESTINO_DURMIO5,NOCHES_DURMIO5,DESTINO_DURMIO6,NOCHES_DURMIO6,CODIGO_POSTAL,QUE_AÑO_FUE_VISITA_ANTERIOR,DESTINOS_DEL_CARIBE_MEXICANO1,DESTINOS_DEL_CARIBE_MEXICANO2,DESTINOS_DEL_CARIBE_MEXICANO3,DESTINOS_DEL_CARIBE_MEXICANO4,DESTINOS_DEL_CARIBE_MEXICANO5,DESTINOS_DEL_CARIBE_MEXICANO6,FRECUENCIA_HA_VISITADO_DESTINOS_DEL_CARIBE,REDES_SOCIALES_INSPIRAN_ELECCIÓN1,REDES_SOCIALES_INSPIRAN_ELECCIÓN2,REDES_SOCIALES_INSPIRAN_ELECCIÓN3,REDES_SOCIALES_INSPIRAN_ELECCIÓN4,GRUPO_ÉTNICO,ORIGEN_GRUPO_ÉTNICO,HABLA_ESPAÑOL,MOTIVO_PRINCIPAL_2,MOTIVO_PRINCIPAL_3,MOTIVOS_PARA_VIAJAR,QUE_TANTO_ENTIENDE_ESPAÑOL,SE_CONSIDERA_PARTE_DE_COMUNIDAD_LGBTQ,SEXO_ENCUESTADOR
56,1.0,2024,1,,2,55,1019,4,1,24,,,,,,7,,5,2,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,18,,,,,,,2,8,,56,1,1,,,,1,2,,,,1,1,,,,,7,9,,,9,,,1,3,,8,2,31,18,19,16,,,,,,72,10,31,9,7,,,1,,3,3,7,1,1,10/01/2024,02:04:02 p. m.,56,,,,,,,,,,,,,82000,2023,13,4,8,6,,,3,2,7,,,,,,4,9,5,1,2,
957,1.0,2024,1,,2,98,257,1,5,,,,9,,,7,861,1,10,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,682,6,11,26,32,,,,2,30,,957,1,,,1,,3,2,2,3,2,,,2,2,,,14,7,9,,12,,,3,4,,8,2,,,23,,,,3,8,4,20,2,,6,,,,1,,3,9,7,1,1,17/01/2024,10:05:41 a. m.,957,,,,,,,,,,,,,,,,,,,,,1,2,7,,,,,,3,4,4,,2,
7929,3.0,2024,1,,3,11,1350,1,2,,32,,,,,3,,4,1,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,7929,1,,,,,1,1,,,,,,,,,,7,,,,3,4,,,,,8,2,,11,23,,,,,,,,,,,,,,1,,3,9,3,1,1,13/03/2024,10:39:45 a. m.,7929,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,
12251,4.0,2024,2,,3,48,1098,2,2,,5,,,,,7,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,5,,,,,,,,,2,,,12251,,,,,,2,,,2,1,,,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,24/04/2024,01:13:52 p. m.,12251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
12577,4.0,2024,2,,1,25,161,1,2,,43,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,854,,,,,,,,2,,,12577,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,25/04/2024,12:44:32 p. m.,12577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15698,5.0,2024,2,,2,77,3582,1,5,,,,9,,,1,,2,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,15698,,,,,,2,2,,2,,,,,1,,,,,,,,,,,,,9,2,,,1,,,,,,,,,,,,,,1,,3,6,3,1,1,29/05/2024,10:22:08 a. m.,15698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,
18715,6.0,2024,2,,1,106,1028,5,,,5,,,,,,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,652,,,,,,,,2,,,18715,,,,,,1,1,3,,,1,1,,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,26/06/2024,09:43:34 a. m.,18715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20828,7.0,2024,3,,3,11,1469,5,2,,9,,,,,3,,,10,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,711,1,5,,,,,,2,,,20828,,,,,,2,2,3,,2,2,3,2,1,2,,,,,,,,,,,,8,1,,,20,,,,,,,,,,,,,,1,,3,,7,1,1,16/07/2024,12:39:35 p. m.,20828,,,,,,,,,,,,,33174,,,,,,,,,,,,,,,,9,4,,,,
21665,7.0,2024,3,,3,23,620,2,2,,32,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,235,5,17,,,,,,2,,,21665,,,,,,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,8,2,,,20,,,,50,81,,,,,,,,,1,,3,,3,1,1,22/07/2024,12:09:00 p. m.,21665,,,,,,,,,,,,,12308,,,,,,,,,,,,,,,,,,,,,
22093,7.0,2024,3,,2,98,269,1,5,,,,9,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,119,,,,,,,,2,8,,22093,,,,,,3,1,2,3,2,1,1,,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,7,1,1,24/07/2024,04:43:53 p. m.,22093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22590,7.0,2024,3,,2,51,3532,2,1,1,,,,,,7,,,1,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,4,,8,26,21,,,,,2,,,22590,,,,,,2,,,1,2,,,1,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1,,3,,7,1,1,29/07/2024,01:43:16 p. m.,22590,,,,,,,,,,,,,,,,,,,,,,2,1,7,,,,,9,4,,,,
22945,7.0,2024,3,,1,106,306,6,2,,43,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,864,,,,,,,,2,8,,22945,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,8,2,,,15,,,,,,,,,,,,,,1,,3,,2,1,1,31/07/2024,12:32:35 p. m.,22945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22977,7.0,2024,3,,3,28,1852,1,2,,32,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,849,,,,,,,,2,,,22977,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,31/07/2024,12:37:37 p. m.,22977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23284,7.0,2024,3,,3,11,1102,1,2,,5,,,,,7,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,20,1,11,52,,,,,2,,,23284,,,,,,1,2,1,2,2,1,1,1,1,1,,,,,,,,,,,,8,2,,,15,23,,,,,,,,,,,,,1,,3,,2,1,1,05/08/2024,11:34:34 a. m.,23284,,,,,,,,,,,,,3720,,,,,,,,,,,,,,,,,,,,,
24683,8.0,2024,3,,3,23,1878,1,2,,23,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,119,1,29,,,,,,2,,,24683,,,,,,1,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,9,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,20/08/2024,10:34:58 a. m.,24683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
24895,8.0,2024,3,,3,48,1988,5,2,,30,,,,,3,,,4,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,1470,,,,,,,,2,8,,24895,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,19/08/2024,04:53:35 p. m.,24895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,
29798,9.0,2024,3,,2,51,3936,1,5,,,,8,,,1,,1,1,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,723,,,,,,,,2,,,29798,,,,,,2,2,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,3,,2,1,1,02/10/2024,11:34:36 a. m.,29798,,,,,,,,,,,,,,2016,,,,,,,5,,,,,,,,,,,,,1
36888,11.0,2024,4,1,,,,8,6,,,,,,3,7,,,1,1,1,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,340,350,36888,1,1,,,,3,1,,2,1,2,,2,2,2,,9,,,,,,,,,,7,2,24,,1,14,,,81,,,2,5,3,58,7,,,1,,3,2,2,6,2,10/12/2024,11:33:01 a. m.,36888,,,,,,,,,,,,,,,6,13,,,,,3,2,3,7,5,,,,4,6,5,,2,1
36258,11.0,2024,4,,2,55,2176,2,1,18,,,,,,7,,4,1,10,3,4,2,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,2,,,36258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,7,1,1,03/12/2024,01:49:36 p. m.,36258,,,,,,,,,,,,,,2021,,,,,,,3,,,,,,,,,,,,1,2
13522,4.0,2024,2,,2,55,2264,2,1,3,,,,,,3,,7,9,8,4,4,2,,,,,,,,,1,,1,1,,,,,,,,,3,147,,,,,,,,2,,,13522,1,,,,,2,3,,2,3,2,2,2,2,3,,,,,,,,,,,,7,1,,,23,,,,17,41,,34,51,,1,16,,,1,,3,2,7,4,1,03/05/2024,12:12:45 p. m.,13522,,,,,,,,,,,,,998075,2016,,,,,,,4,,,,,1,,,,,1,,,1
13227,4.0,2024,2,,2,51,111,1,1,,,,,,,7,,,,5,4,4,2,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,2,,,13227,,,,,,2,,,,,,,,2,,,9,,,,,,,,,,7,1,,,19,,,,,,,,,,,,,,1,,3,8,7,1,1,02/05/2024,12:22:34 p. m.,13227,,,,,,,,,,,,,3900,,1,,,,,,3,2,,,,1,,,,,,,2,1
35746,11.0,2024,4,,2,55,2062,1,1,21,,,,,,7,,1,13,5,3,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,35746,1,1,,,,2,1,,,,,,,,,,8,,,,,,,,,,10,2,,,1,4,,,,,,,,,,,,,1,,3,,7,1,1,29/11/2024,11:37:23 a. m.,35746,,,,,,,,,,,,,76180,2024,,,,,,,2,7,,,,,,,,,6,,1,1
14852,5.0,2024,2,,2,51,3450,1,1,18,,,,,,3,,1,10,3,3,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,72,,,,,,,,2,,,14852,1,1,1,1,,3,1,2,2,1,1,1,1,1,3,,9,,,,,,,,,,9,1,6,7,1,17,20,18,3,50,,71,21,5,7,,,,1,,3,,7,4,1,24/05/2024,11:36:15 a. m.,14852,,,,,,,,,,,,,,2023,13,,,,,,3,2,7,,,,,,,,2,,2,1
21108,7.0,2024,3,,3,41,1009,2,2,,5,,,,,7,,,4,3,3,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,837,,,,,,,,2,,,21108,,,,,,1,1,1,,,,,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,17/07/2024,04:33:55 p. m.,21108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045,4.0,2024,2,,3,11,1102,5,2,,33,,,,,,881,,4,2,2,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,845,,,,,,,,2,,,11045,,,,,,3,1,1,1,1,,,,1,1,,,,,,,,,,,,9,2,,,23,,,,,,,,,,,,,,1,,3,,2,1,1,11/04/2024,01:47:39 p. m.,11045,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
12585,4.0,2024,2,,3,28,1746,2,2,,9,,,,,3,,,4,2,2,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,811,,,,,,,,2,,,12585,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,25/04/2024,12:54:17 p. m.,12585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15202,5.0,2024,2,,3,28,1366,2,2,,9,,,,,7,,2,4,2,2,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,15202,,,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,8,1,,,17,,,,,,,,,,,,,,1,,3,8,2,1,1,27/05/2024,10:39:19 a. m.,15202,,,,,,,,,,,,,33180,,13,1,6,,,,2,,,,,2,,,,,2,,2,1
24961,8.0,2024,3,,3,11,1485,1,2,,20,,,,,3,,,4,2,2,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,658,,,,,,,,2,,,24961,,,,,,1,2,1,1,3,,1,,3,1,,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,1,,3,,2,1,1,23/08/2024,11:05:56 a. m.,24961,,,,,,,,,,,,,21234,,,,,,,,,,,,,,,,,,,,,
13305,4.0,2024,2,,1,1,525,6,1,13,,,,,,7,,4,2,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,13305,1,,1,,,1,2,,,1,1,1,,1,2,,,,,,,,,,,,10,2,,,1,23,,,,,,,,,,,,,1,,3,4,2,4,1,02/05/2024,11:25:18 a. m.,13305,,,,,,,,,,,,,42088,,,,,,,,1,2,7,5,,,,,,,,,,1
15305,5.0,2024,2,,1,128,189,5,4,,,,,48,,3,,7,9,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,3,724,,,,,,,,2,,,15305,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,8,2,,,1,17,14,19,,,,30,34,28,,,,,1,,3,2,7,1,1,27/05/2024,11:57:56 a. m.,15305,,,,,,,,,,,,,,,,,,,,,1,2,3,7,,,,,,,1,,2,1
16997,5.0,2024,2,3,,51,,11,1,33,,,,,,7,,4,1,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,,,16997,,,,,,1,,,,2,,2,,1,2,,13,,,,,,,,,,10,1,,,1,,,,,,,,,,56,,,,1,,3,9,7,6,2,10/06/2024,04:53:21 p. m.,16997,,,,,,,,,,,,,56450,,,,,,,,1,,,,,,,,,,1,,2,1
18555,6.0,2024,2,,3,48,1028,2,2,,46,,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,837,,,,,,,,2,,,18555,,,,,,2,2,,1,2,,1,,3,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,25/06/2024,12:11:39 p. m.,18555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18713,6.0,2024,2,,3,28,772,6,2,,19,,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,497,,,,,,,,2,,,18713,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,26/06/2024,09:41:41 a. m.,18713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786,6.0,2024,2,,3,41,1009,5,2,,30,,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,18786,,,,,,2,2,2,2,2,2,,,,2,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,26/06/2024,09:15:26 a. m.,18786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21909,7.0,2024,3,,1,106,328,4,2,,43,,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,8,,21909,,,,,,,1,,,,,,,,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,23/07/2024,01:37:59 p. m.,21909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
23899,7.0,2024,3,3,,55,,9,1,29,,,,,,7,,4,1,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,,,23899,1,,,,,2,,,,1,,,,,2,,8,,,,,,,,,,8,2,,,19,,,,,,,,,,,,,,1,,,9,3,6,2,12/08/2024,01:35:29 p. m.,23899,,,,,,,,,,,,,,,8,6,12,,,,2,1,,,,,,,,,1,,2,1
24069,8.0,2024,3,,1,52,2315,1,3,,,1,,,,7,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,736,,,,,,,,2,6,,24069,,,,,,2,2,,2,3,2,,,2,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,4,1,13/08/2024,04:11:27 p. m.,24069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
24463,8.0,2024,3,,1,148,11,1,4,,,,,16,,7,,,3,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,740,6,18,,,,,,2,,,24463,,,,,,1,1,,2,2,,,1,,2,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,7,4,1,15/08/2024,04:41:40 p. m.,24463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24695,8.0,2024,3,,3,23,1962,1,2,,9,,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,430,,,,,,,,2,,,24695,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,20/08/2024,11:56:40 a. m.,24695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24847,8.0,2024,3,,3,48,1277,2,2,,5,,,,,7,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,647,1,5,6,,,,,2,,,24847,,,,,,2,2,,2,1,,,1,1,1,,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,1,,3,,7,1,1,19/08/2024,05:02:44 p. m.,24847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
24982,8.0,2024,3,,3,6,1811,1,3,,,3,,,,3,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,24982,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,9,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,20/08/2024,10:44:34 a. m.,24982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33549,10.0,2024,4,5,,,,7,1,30,,,,,,7,,9,1,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,5,,,,,,,,,,350,,33549,,,,,,,2,,,,,,,2,2,,13,,,,,,,,,,8,1,,,1,9,14,23,15,39,,36,34,,25,,,,1,,3,9,2,7,2,07/11/2024,04:21:36 p. m.,33549,,,,,,,,,,,,,97306,,13,,,,,,2,2,7,,,1,,,8,9,,,2,2
34749,11.0,2024,4,,2,151,7001,2,5,,,,24,,,7,,,4,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,837,6,11,26,,,,,2,,,34749,1,,1,1,,1,1,,,1,,,1,1,,,7,14,9,,,,,,,,6,1,,,1,,,,,,,,,,,,,,1,,3,3,7,1,1,21/11/2024,10:47:04 a. m.,34749,,,,,,,,,,,,,,,,,,,,,1,2,3,7,,,,,,,4,,2,1
36396,11.0,2024,4,5,,,,3,4,,,,,21,,7,,6,9,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,6,,36396,1,1,,1,,3,2,,2,2,2,,2,1,2,,12,9,,,,,,,,,8,1,,,14,,,,,,,12,,,,,,,1,,3,9,3,7,2,06/12/2024,12:33:41 p. m.,36396,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,3,,5,,2,1
3075,1.0,2024,1,3,,,,9,1,21,,,,,,7,,4,13,5,4,3,2,,,,,,,,,,,1,1,,,,,,,,,5,,,,,,,,,,,,3075,1,1,,,,2,3,3,3,3,3,,4,3,4,2,9,,,,,,,6,,,1,1,,,1,14,,,,,,,,,,,,,1,,3,8,7,6,2,06/02/2024,04:33:10 p. m.,3075,3,3,,,,,,,,,,,76146,2023,,,,,,,2,2,,,,,,,1,4,6,,2,
17443,6.0,2024,2,,1,1,559,2,1,11,,,,,,7,,2,2,4,4,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,17443,,,,,,1,,,3,,,,,2,2,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,1,,3,,3,1,1,17/06/2024,10:52:31 a. m.,17443,,,,,,,,,,,,,,2023,,,,,,,4,,,,,,,,,,,,,
35948,11.0,2024,4,,2,55,2120,1,1,26,,,,,,7,,,1,4,3,3,2,,,,,,,,,1,,1,1,,,,,,,,,4,,15,17,26,,,,,2,339,103,35948,,,,,,1,,,2,2,2,2,,1,2,,11,7,14,,,,,,,,8,1,39,,1,20,19,,,,,22,28,,9,6,,,1,,3,9,7,4,1,03/12/2024,11:00:46 a. m.,35948,,,,,,,,,,,,,86200,2024,,,,,,,4,2,1,5,,,,,,,1,,2,1
27063,8.0,2024,3,,,,,9,1,21,,,,,,7,,4,13,3,3,3,2,,,,,,,,,1,,1,1,,,,,,,,,2,,,,,,,,,,,,27063,1,,,,,1,2,2,2,2,2,2,2,2,2,,14,,,,,,,,,,8,2,,,17,,,,,,,,,,,,,,1,,3,9,3,6,2,09/09/2024,05:21:28 p. m.,27063,,,,,,,,,,,,,77533,2024,8,9,12,,,,2,7,,,,,,,14,,6,,2,2
11451,4.0,2024,2,,1,1,701,1,1,1,,,,,,3,,4,13,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,11451,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,17,,,,,,,,,,,,,,1,,3,,7,4,1,16/04/2024,03:36:21 p. m.,11451,,,,,,,,,,,,,3900,2018,,,,,,,3,,,,,1,,,,,2,,2,
12969,4.0,2024,2,,1,106,310,1,2,,13,,,,,7,,1,12,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,12969,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,29/04/2024,01:17:24 p. m.,12969,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,2,1
16851,5.0,2024,2,,,,,9,1,15,,,,,,7,,4,1,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,179,,16851,1,,,,,1,1,1,1,1,,,,1,1,,9,,,,,,,,,,10,1,23,,1,20,9,14,35,,,,,,22,,,,1,,3,8,3,6,2,11/06/2024,09:44:18 a. m.,16851,,,,,,,,,,,,,58440,2023,,,,,,,3,1,,,,,,,3,7,2,,2,2
21972,7.0,2024,3,,1,1,527,2,1,14,,,,,,7,,8,13,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,21972,,,,,,2,1,,,,,,,1,,,,,,,,,,,,,6,1,,,1,20,,,,,,,,,,,,,1,,3,,2,1,1,24/07/2024,11:05:31 a. m.,21972,,,,,,,,,,,,,,2023,,,,,,,2,,,,,,,,4,,6,,1,1
28150,9.0,2024,3,,1,1,531,1,1,18,,,,,,3,,1,13,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,72,,,,,,,,2,,,28150,,,,,,2,1,,3,3,1,1,2,1,1,,,,,,,,,,,,9,1,,,19,,,,15,,,25,9,4,21,,,,1,,3,8,2,4,1,18/09/2024,05:02:31 p. m.,28150,,,,,,,,,,,,,,2024,,,,,,,2,2,7,,,,,,,,6,,2,1
33564,10.0,2024,4,1,2,55,,7,1,18,,,,,,7,,3,5,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,176,339,33564,,1,,1,,1,2,2,2,2,2,2,2,2,2,,13,,,,,,,,,,10,2,,,1,17,20,18,55,36,,17,31,,,,,,1,,3,8,2,7,2,07/11/2024,04:50:22 p. m.,33564,,,,,,,,,,,,,,2021,1,6,12,,,,5,1,,,,1,,,2,10,2,,1,2
34649,11.0,2024,4,,2,55,2044,1,1,11,,,,,,1,,,2,2,2,3,2,,,,,,,,,1,,1,1,,,,,,,,,1,579,,,,,,,,2,,,34649,,,,,,2,1,,1,,,,,1,,,,,,,,,,,,,9,1,,,1,20,9,15,,,,,,,,,,,1,,3,,7,1,1,22/11/2024,12:04:17 p. m.,34649,,,,,,,,,,,,,,2024,,,,,,,5,,,,,,,,,,4,,2,1
